city,state,lat,lng
Summerton,SC,33.6013,-80.3527
Battle Creek,IA,42.317,-95.6
Greenwood,FL,30.8727,-85.1612
Cambridge,IA,41.9001,-93.536
Kinmundy,IL,38.7729,-88.8527
Orderville,UT,37.254,-112.6574
Le Roy,MN,43.5133,-92.5079
Pringle,PA,41.2774,-75.9012
Chevy Chase Section Five,MD,38.984,-77.074
Viburnum,MO,37.7149,-91.1295
Downey,ID,42.4288,-112.1233
Pickensville,AL,33.2336,-88.2744
Supreme,LA,29.8604,-90.9955
Bernville,PA,40.4334,-76.1107
Grand Rapids,OH,41.4078,-83.868
Clay Center,NE,40.5256,-98.055
Heritage Bay,FL,26.2837,-81.6629
Clarktown,OH,38.8498,-82.9085
Morning Sun,IA,41.0941,-91.2506
Soda Bay,CA,39.0024,-122.7794
Kerkhoven,MN,45.1925,-95.3202
Williamsdale,OH,39.4421,-84.5298
Dubois,WY,43.5389,-109.6443
Pawnee City,NE,40.1106,-96.153
Taycheedah,WI,43.8118,-88.3916
Linn,TX,26.5662,-98.1298
New Kent,VA,37.5095,-76.9863
Desert Shores,CA,33.4041,-116.0394
Palestine,AR,34.9696,-90.9068
Hoytsville,UT,40.8757,-111.3847
Yolo,CA,38.7405,-121.8093
Oak Run,IL,40.9635,-90.1331
Rockport,AR,34.4069,-92.8077
Grawn,MI,44.6611,-85.6883
Malin,OR,42.0133,-121.4096
North Irwin,PA,40.3389,-79.7114
McLean,TX,35.2324,-100.6001
Sabinal,TX,29.3214,-99.4696
Erick,OK,35.2156,-99.8686
Middletown,MI,42.9869,-84.1445
Utica,MS,32.1061,-90.6221
Tom Bean,TX,33.52,-96.4844
Stevens,PA,40.2141,-76.1606
Avoca,AR,36.398,-94.071
Seabrook,SC,32.5227,-80.7479
Pioneer Junction,MT,48.3157,-115.5182
Merrill,MI,43.4091,-84.3345
Darlington,IN,40.1074,-86.7769
Crooked Creek,GA,33.2616,-83.2679
Wilseyville,CA,38.3791,-120.5146
Cammack Village,AR,34.7808,-92.3449
Sutton,WV,38.6663,-80.7116
Hilltop Lakes,TX,31.0755,-96.1915
Andover,OH,41.6066,-80.5686
Wickliffe,KY,36.9666,-89.0813
Roan Mountain,TN,36.1866,-82.0706
Búfalo,PR,18.4166,-66.5749
Norwood Court,MO,38.7141,-90.2895
Lebec,CA,34.845,-118.8992
Middlebourne,WV,39.4947,-80.907
El Macero,CA,38.544,-121.6852
Lake of the Woods,CA,34.8225,-119.0025
Jay,FL,30.9504,-87.1523
Garibaldi,OR,45.5607,-123.9112
Fairview,AL,34.2501,-86.6846
Arcadia,IA,42.0862,-95.0432
Hamden,OH,39.1592,-82.5243
Coulterville,IL,38.185,-89.6045
Welcome,LA,30.0474,-90.8823
Alburnett,IA,42.1488,-91.6205
Ryan,OK,34.0213,-97.9541
Cambria,WI,43.5416,-89.1108
Ossipee,NC,36.1678,-79.5135
Blue Mounds,WI,43.0178,-89.8269
Clarence,PA,41.0466,-77.9507
Braymer,MO,39.5905,-93.7961
White Plains,NC,36.4451,-80.6351
Lake Benton,MN,44.2642,-96.2891
Greendale,MO,38.6938,-90.3125
Boswell,IN,40.5173,-87.3754
Princeton,IA,41.672,-90.357
Empire City,OK,34.4803,-98.0552
Sciotodale,OH,38.7539,-82.8605
Ivy,VA,38.0611,-78.5987
Jackson Heights,NC,35.2236,-77.6333
Marco Shores-Hammock Bay,FL,25.9964,-81.6889
Long Grove,IA,41.6923,-90.5803
Inwood,IA,43.3092,-96.4344
Pleasant Hill,NC,36.258,-80.8904
Rockwood,PA,39.9157,-79.1574
Terrytown,NE,41.8465,-103.6706
Clifton,SC,34.9846,-81.8222
Lilly,PA,40.4244,-78.6202
Lambert,MS,34.2006,-90.2845
Arcadia University,PA,40.0917,-75.1652
Wheatfield,IN,41.1911,-87.0531
Dover,ID,48.2606,-116.6098
Goodland,IN,40.7637,-87.2951
Westbrook,MN,44.0422,-95.4374
Sunbright,TN,36.2428,-84.6798
Saxton,PA,40.2127,-78.247
Howe,OK,34.9496,-94.6403
Ellsworth,PA,40.1073,-80.0214
Wallace,LA,30.0303,-90.6569
Scalp Level,PA,40.2495,-78.8442
Chadwicks,NY,43.0291,-75.271
Mayer,AZ,34.4233,-112.2408
Clyde,KS,39.5918,-97.4003
Good Pine,LA,31.6933,-92.1637
De Kalb,MS,32.7707,-88.656
May Creek,WA,47.8555,-121.6745
Buena,WA,46.4277,-120.3183
Interlochen,MI,44.6497,-85.7678
Hindman,KY,37.335,-82.9819
Pleasant Valley,AK,64.8855,-146.8985
Baconton,GA,31.3804,-84.1592
Vermontville,MI,42.627,-85.0249
Lawton,IA,42.477,-96.1851
Babbie,AL,31.3022,-86.3229
Ryland Heights,KY,38.9701,-84.4607
La Vina,CA,36.8798,-120.1149
Point Arena,CA,38.9123,-123.6955
West Lebanon,IN,40.2724,-87.3862
The Cliffs Valley,SC,35.1458,-82.4481
Hanna,WY,41.8697,-106.5597
Galeton,PA,41.7338,-77.6454
Morrison,OK,36.2927,-97.0276
Alma,WI,44.3374,-91.9221
Clifton,ID,42.1873,-112.0046
Womens Bay,AK,57.696,-152.6276
Bridger,MT,45.2946,-108.9167
Lompico,CA,37.11,-122.0523
Bradbury,CA,34.1536,-117.9684
Chester Hill,PA,40.8903,-78.2293
Walnut Springs,TX,32.0562,-97.7507
Mountain City,TX,30.0392,-97.8915
Seabeck,WA,47.6436,-122.8222
Mason,WV,39.0181,-82.0316
Freeport,MN,45.6626,-94.6888
Smiths Grove,KY,37.0503,-86.2083
Jacksons' Gap,AL,32.8831,-85.8151
Noatak,AK,67.5986,-163.0309
Effingham,KS,39.5228,-95.3969
Tidioute,PA,41.6847,-79.4004
Battle Lake,MN,46.285,-95.7186
Valley City,OH,41.2336,-81.9396
Coffeeville,MS,33.9764,-89.6845
Gulf Stream,FL,26.4894,-80.0573
Hollis Crossroads,AL,33.5231,-85.6437
Mansfield Center,CT,41.7614,-72.1945
Cleveland,NY,43.2398,-75.8846
Ubly,MI,43.7082,-82.9356
Stoneboro,PA,41.3336,-80.112
Columbia,AL,31.2968,-85.1103
Svensen,OR,46.1543,-123.6528
Lakota,ND,48.0429,-98.3468
North Topsail Beach,NC,34.4931,-77.434
Cushing,TX,31.8126,-94.8412
Norris,SC,34.7661,-82.7525
Tipton,OK,34.4879,-99.15
Loretto,MN,45.0548,-93.6353
Hillside Lake,NY,41.6191,-73.7944
Knoxville,PA,41.9605,-77.4379
Copake Lake,NY,42.1416,-73.5903
Wood Heights,MO,39.3414,-94.1635
Reece City,AL,34.0772,-86.0345
Volente,TX,30.4454,-97.908
Coldwater,KS,37.2582,-99.3378
Big Sandy,MT,48.1785,-110.1134
Memphis,IN,38.4891,-85.7679
Dugger,IN,39.0704,-87.259
Gray Court,SC,34.6079,-82.1143
Fieldale,VA,36.7009,-79.9424
St. Joseph,TN,35.0331,-87.5007
Allen,SD,43.2792,-101.9265
Derby Line,VT,45.0008,-72.1035
Dumont,IA,42.7522,-92.9736
Sultana,CA,36.5455,-119.3379
Odessa,WA,47.3326,-118.6894
New Madison,OH,39.9671,-84.7082
Corinne,UT,41.5497,-112.1227
Loami,IL,39.6748,-89.8473
Cedar Bluffs,NE,41.3972,-96.6097
Cameron,AZ,35.8537,-111.4269
Varnamtown,NC,33.943,-78.2363
Blue Hill,NE,40.3328,-98.4483
Van Buren,IN,40.6157,-85.5039
Holly Pond,AL,34.1696,-86.6125
Bartelso,IL,38.5371,-89.4672
Iron Mountain Lake,MO,37.6854,-90.6185
Carrollton,AL,33.2619,-88.0951
Horine,MO,38.2669,-90.4325
New Berlin,PA,40.8806,-76.9843
Rodanthe,NC,35.5924,-75.4662
Lakeview,LA,32.5239,-93.8297
Evansville,IL,38.0889,-89.9322
Black Eagle,MT,47.527,-111.267
Río Cañas Abajo,PR,18.0396,-66.4683
Lynn,AL,34.0548,-87.5555
New Salem,ND,46.8431,-101.4178
Redfield,IA,41.5905,-94.1963
Phil Campbell,AL,34.3519,-87.7072
Plain,WI,43.2779,-90.0423
Salem,KY,37.2653,-88.241
Ponce de Leon,FL,30.7234,-85.9374
Malaga,CA,36.6816,-119.7318
Brenda,AZ,33.6721,-113.9379
El Refugio,TX,26.3406,-98.7589
Satsop,WA,47.0223,-123.4737
Spur,TX,33.4703,-100.8556
Waco,GA,33.7026,-85.1893
Timber Lake,SD,45.4294,-101.0715
Ridgway,IL,37.7979,-88.2606
Doyle,CA,40.0275,-120.1173
Oxford,IA,41.7228,-91.7911
Cosby,TN,35.7952,-83.2457
Cherry Grove,WA,45.8022,-122.5767
Santa Fe Foothills,NM,35.6279,-105.898
Hemlock,NY,42.7938,-77.6073
Greers Ferry,AR,35.5674,-92.1688
Roche Harbor,WA,48.6079,-123.1347
Melbourne Village,FL,28.088,-80.6652
Mackinaw City,MI,45.7751,-84.7479
Eureka,SD,45.7707,-99.6207
Lazy Acres,CO,40.0837,-105.3313
La Cueva,NM,35.5776,-105.7339
Whiting,IA,42.1272,-96.1507
Ennis,MT,45.3462,-111.7319
Rosa,AL,33.9899,-86.5045
Jackson,NC,36.3901,-77.4193
Voladoras Comunidad,PR,18.3785,-67.0859
Athol,ID,47.9469,-116.7079
Millheim,PA,40.8936,-77.4765
Ocean Breeze,FL,27.2411,-80.2262
Brushy,OK,35.5578,-94.7434
San Jose,NM,36.0367,-106.1004
Pikeville,NC,35.4972,-77.9877
Augusta,MI,42.3378,-85.3525
Napanoch,NY,41.753,-74.3724
Chama,NM,36.8931,-106.5843
Donnellson,IA,40.6453,-91.5641
Brasher Falls,NY,44.8096,-74.7789
Harris,MN,45.5976,-92.9869
Rich Creek,VA,37.3831,-80.8203
Campobello,SC,35.126,-82.1488
Albany,IL,41.7861,-90.2163
Conestee,SC,34.7638,-82.3497
Landfall,MN,44.9508,-92.9766
Polonia,WI,44.5756,-89.4118
Mathiston,MS,33.5391,-89.1275
Schaller,IA,42.4965,-95.2963
La Belle,MO,40.1166,-91.9146
Beemer,NE,41.9298,-96.8091
Happy Valley,AK,59.9137,-151.6072
Stockertown,PA,40.7547,-75.2627
Hewitt,WI,44.6425,-90.1048
Caddo Valley,AR,34.1898,-93.0679
Doe Run,MO,37.7454,-90.4994
Elizabeth,IL,42.3164,-90.2216
Humboldt,NE,40.1658,-95.9443
Lenkerville,PA,40.5327,-76.9594
Irvington,IL,38.4386,-89.1602
Keiser,AR,35.674,-90.0958
Fabrica,TX,28.7446,-100.4934
Middleburg,VA,38.9715,-77.7429
Elmwood,NE,40.8426,-96.2947
Hubbard,IA,42.3058,-93.3022
Moreauville,LA,31.0342,-91.9818
Junction City,OH,39.7217,-82.2998
Hopkins,MI,42.6251,-85.7633
Rowlesburg,WV,39.3483,-79.6764
Edon,OH,41.5562,-84.7693
Copan,OK,36.9004,-95.9253
Bradford,IL,41.1772,-89.6583
San Miguel,NM,32.1535,-106.7269
Damascus,VA,36.6326,-81.7891
Shannon,IL,42.1525,-89.7402
Maple Hill,KS,39.0855,-96.0278
Warrenton,NC,36.3995,-78.1575
Trumbauersville,PA,40.4133,-75.3803
Sedalia,NC,36.076,-79.6208
Belle Fontaine,AL,30.492,-88.1131
Lilydale,MN,44.9095,-93.1305
Lyndonville,NY,43.3213,-78.3891
Stockbridge,WI,44.0717,-88.3104
Myrtle,MS,34.5605,-89.1179
Beechmont,KY,37.1714,-87.0364
Anchor Bay,CA,38.8126,-123.5704
Petersburg,KY,39.0531,-84.8573
Milford Center,OH,40.179,-83.439
Belle Center,OH,40.509,-83.7453
Williamsburg,CO,38.384,-105.171
Courtland,MN,44.2701,-94.3464
Clarks,LA,32.0288,-92.1408
Gilbertown,AL,31.8663,-88.3075
Oldenburg,IN,39.3389,-85.204
Matlacha,FL,26.6303,-82.0718
Zia Pueblo,NM,35.52,-106.7149
Riverton,KS,37.0732,-94.706
Trail,OR,42.6567,-122.8135
Miller,MO,37.2148,-93.8405
Curtis,NE,40.6336,-100.5112
Hernandez,NM,36.0567,-106.1185
Jekyll Island,GA,31.0732,-81.4206
Mound City,KS,38.1325,-94.8506
Mentone,IN,41.174,-86.0382
Chalfant,PA,40.4101,-79.8387
Moscow,TN,35.0611,-89.3893
Richardton,ND,46.8841,-102.3332
Central Valley,UT,38.6991,-112.0967
Monroe City,IN,38.6145,-87.3532
Redmond,UT,39.0057,-111.867
Eastview,TN,35.0877,-88.5518
Mina,SD,45.4521,-98.7414
Saugatuck,MI,42.6592,-86.2061
New Columbia,PA,41.0424,-76.8764
Rock Creek,OH,41.6604,-80.8543
Dahlgren Center,VA,38.34,-77.0324
Napoleon,ND,46.5039,-99.7683
Fawn Lake Forest,PA,41.5158,-75.0548
Watkins,MN,45.3153,-94.412
Mulberry Grove,IL,38.9245,-89.2662
Anna Maria,FL,27.5297,-82.7339
Kinsman Center,OH,41.4544,-80.5854
Tetherow,OR,44.0389,-121.3667
South Wallins,KY,36.8152,-83.4044
Taylortown,NC,35.2146,-79.4916
Mertzon,TX,31.262,-100.8208
Park City,MT,45.631,-108.9253
Dewar,OK,35.4581,-95.9483
Willow Lake,IL,42.3333,-89.6356
Milltown,IN,38.3421,-86.2754
Farmersville,IL,39.4412,-89.6521
Mount Hope,KS,37.8735,-97.6619
Tignall,GA,33.8674,-82.742
Churchtown,PA,40.135,-75.9593
Sandyfield,NC,34.3738,-78.3
Annetta South,TX,32.6743,-97.6482
Drayton,ND,48.562,-97.1794
Petaluma Center,CA,38.2506,-122.7888
Afton,OK,36.6965,-94.9575
Minor,AL,33.539,-86.9401
Fort Green Springs,FL,27.5876,-81.9402
Tigerton,WI,44.7409,-89.0459
Tilden,IL,38.2124,-89.684
Concorde Hills,OH,39.2109,-84.3572
Camp Douglas,WI,43.9197,-90.2697
Rockford,IN,38.9859,-85.8868
Gilbertville,IA,42.4182,-92.2141
Correctionville,IA,42.4775,-95.7831
Rockaway Beach,MO,36.7019,-93.1617
Calvert,TX,30.9791,-96.6716
Dearing,GA,33.4149,-82.3852
Hartford,IA,41.4577,-93.4038
Ellendale,DE,38.8102,-75.425
Hopeland,PA,40.2337,-76.2615
Falkner,MS,34.838,-88.9424
Quogue,NY,40.8215,-72.5987
Williams,OR,42.2194,-123.2922
Lebo,KS,38.4156,-95.8622
Berry Creek,CA,39.6314,-121.4052
Allgood,AL,33.9064,-86.5178
Goshen,OH,39.2325,-84.1532
Keefton,OK,35.5772,-95.3065
Pleasantville,PA,41.5935,-79.5808
Tannersville,NY,42.1936,-74.135
Winslow,IN,38.3834,-87.213
Fairfield,MT,47.6151,-111.9813
Rancho Mesa Verde,AZ,32.5944,-114.6551
Koppel,PA,40.8355,-80.3212
Woonsocket,SD,44.0541,-98.2724
Columbia,NC,35.92,-76.2421
Glenwillow,OH,41.3608,-81.4727
Tribune,KS,38.472,-101.7546
Brinnon,WA,47.6689,-122.9248
Candelero Arriba,PR,18.1016,-65.8342
Shiloh,GA,32.8115,-84.6989
Cannondale,CT,41.2161,-73.4252
Cullen,LA,32.9699,-93.4464
Belgrade,MN,45.4506,-94.9998
Horseshoe Bend,ID,43.9165,-116.1997
Atlanta,MI,45.0012,-84.1513
Paisley,FL,28.985,-81.5404
Boyden,IA,43.1892,-96.0032
Grandview,IN,37.937,-86.9842
Steele,ND,46.8568,-99.9181
Fair Play,SC,34.5077,-82.9862
Foreston,MN,45.7321,-93.7095
Allenwood,NJ,40.1384,-74.1032
Villa Hugo I,PR,18.3976,-65.8908
Stewardson,IL,39.2637,-88.6302
Kanawha,IA,42.9342,-93.7932
Hometown,WV,38.5289,-81.8552
Heidelberg,MS,31.8897,-88.9878
Deport,TX,33.5291,-95.3174
Hato Arriba,PR,18.352,-67.0336
Steinhatchee,FL,29.6795,-83.3837
Spanish Valley,UT,38.4743,-109.421
River Road,WA,48.0677,-123.1276
Newton,UT,41.8612,-111.9909
Bogue,NC,34.698,-77.0311
Dixonville,PA,40.7151,-79.0105
Attica,OH,41.0634,-82.8873
Mooresburg,TN,36.3531,-83.2362
Homeland,GA,30.8603,-82.0214
Pomona Park,FL,29.5015,-81.5936
Pellston,MI,45.5519,-84.783
Burnside,KY,37.0042,-84.6489
Amana,IA,41.8036,-91.8753
Cowley,WY,44.8834,-108.4693
Philipsburg,MT,46.3324,-113.296
Cash,SC,34.6197,-79.8895
Ogden,IL,40.115,-87.9563
Columbiaville,MI,43.1567,-83.4069
Wagram,NC,34.8891,-79.3652
Coolidge,TX,31.7514,-96.6523
Balsam Lake,WI,45.4585,-92.4528
Ellendale,MN,43.8727,-93.2993
Guernsey,WY,42.2656,-104.743
Dexter,NY,44.0111,-76.0425
Kirkwood,IL,40.8678,-90.7483
Wadley,AL,33.1239,-85.5683
Hopedale,IL,40.4233,-89.4214
Saltillo,TN,35.3821,-88.2396
Vaughn,WA,47.355,-122.7773
Corwin,OH,39.5254,-84.0699
Fowlkes,TN,35.972,-89.388
Maringouin,LA,30.4907,-91.5185
Waynesfield,OH,40.6024,-83.9739
Boulevard,CA,32.664,-116.2896
Van Dyne,WI,43.8862,-88.5012
West Mansfield,OH,40.4007,-83.5444
Congerville,IL,40.6168,-89.2051
Claysville,PA,40.1199,-80.4131
Shelby,IA,41.5067,-95.4506
Edgewood,IA,42.6442,-91.4024
Ferrelview,MO,39.3143,-94.6653
Dakota City,IA,42.7229,-94.1977
Fripp Island,SC,32.3231,-80.4789
Beulah Valley,CO,38.0709,-104.983
Gilbert,SC,33.9245,-81.3928
Tiskilwa,IL,41.2928,-89.5082
Union Valley,TX,32.9351,-96.2441
Sterling,OK,34.7494,-98.1725
Esmont,VA,37.8284,-78.5959
Elkville,IL,37.91,-89.2367
Brimfield,IL,40.8379,-89.8827
Tohatchi,NM,35.8423,-108.7503
Cranesville,PA,41.904,-80.3418
Juniata,NE,40.5903,-98.5069
Plains,GA,32.0331,-84.3946
La Moille,IL,41.5299,-89.2833
New Site,AL,33.0282,-85.7801
Elsinore,UT,38.6834,-112.1488
Yukon,PA,40.2139,-79.6864
Elkton,MI,43.8183,-83.1809
Klawock,AK,55.5556,-133.0868
Black Creek,NC,35.6366,-77.9326
South Fork,PA,40.3635,-78.7919
Durhamville,NY,43.1225,-75.665
Yatesville,PA,41.3038,-75.7822
Downs,KS,39.5045,-98.5472
Chester,MT,48.5113,-110.9663
Coahoma,TX,32.2956,-101.3089
Waterville,KS,39.6919,-96.747
Kansas,OK,36.2053,-94.7888
Milmay,NJ,39.4433,-74.8668
Nuangola,PA,41.1583,-75.9781
Gilmore City,IA,42.7268,-94.4368
Noorvik,AK,66.8292,-161.0377
Cannon Ball,ND,46.3173,-100.6357
Loyalton,CA,39.6768,-120.2448
Hills,MN,43.5277,-96.3594
Conneautville,PA,41.7577,-80.3684
New Kingstown,PA,40.2311,-77.0728
Harts,WV,38.0343,-82.129
Redwater,TX,33.3585,-94.2551
Micanopy,FL,29.506,-82.2806
Eleva,WI,44.5764,-91.4705
Morrisdale,PA,40.9484,-78.2277
Bucksport,SC,33.6706,-79.1102
Liberal,MO,37.559,-94.5161
Pomfret,MD,38.5699,-77.0304
Bakersville,NC,36.0154,-82.1582
City View,SC,34.862,-82.425
Lacey,AR,33.4503,-91.8496
Sheridan,MI,43.2086,-85.0739
Volcano,HI,19.4864,-155.2774
Swede Heaven,WA,48.2829,-121.7136
North Chevy Chase,MD,39.002,-77.074
Fielding,UT,41.8127,-112.1173
Peeples Valley,AZ,34.2773,-112.7653
Amelia Court House,VA,37.3367,-77.9882
Shell Ridge,CA,37.906,-122.0345
Ringtown,PA,40.8565,-76.2352
Ingleside on the Bay,TX,27.8303,-97.2211
Glenwood,GA,32.1805,-82.6709
Silkworth,PA,41.2699,-76.0748
Matador,TX,34.015,-100.8211
Houston Acres,KY,38.2146,-85.6143
Pearl City,IL,42.2668,-89.8271
Vader,WA,46.4046,-122.9569
Gratz,PA,40.6073,-76.7157
Adams,MN,43.5654,-92.719
Atwater,OH,41.0258,-81.16
Rockland,WI,43.9077,-90.9165
Gibson,NC,34.7595,-79.6069
Wonderland Homes,SD,44.2029,-103.3433
Napoleon,MI,42.1658,-84.2416
Wickliffe,OK,36.312,-95.1074
Coggon,IA,42.2783,-91.5301
Swansea,SC,33.7397,-81.1052
Hawk Run,PA,40.9228,-78.2042
Alton,MO,36.6901,-91.3947
Callender Lake,TX,32.3675,-95.6983
Hannawa Falls,NY,44.6016,-74.9738
Saybrook,IL,40.4283,-88.5266
Pilot Grove,MO,38.8736,-92.9126
Montrose,IA,40.5258,-91.416
Cartwright,OK,33.8556,-96.561
Lanesboro,MN,43.7171,-91.9719
Laurys Station,PA,40.7232,-75.5366
New Vernon,NJ,40.7343,-74.4877
Holiday Pocono,PA,41.0292,-75.6092
Lower Brule,SD,44.0742,-99.5838
Middleton,TN,35.0593,-88.8902
Paa-Ko,NM,35.1998,-106.3337
Blue Ridge Manor,KY,38.2434,-85.5647
Kersey,PA,41.357,-78.6101
Mineral Springs,IN,39.1322,-85.8609
Riceboro,GA,31.7264,-81.4438
Chenequa,WI,43.1229,-88.3838
Mott,ND,46.3744,-102.3189
Lakeport,MI,43.1072,-82.4937
Turin,GA,33.3234,-84.6374
Aspen Park,CO,39.5423,-105.2967
Mountain Gate,CA,40.7185,-122.3262
Lancaster,MO,40.5238,-92.5314
Ohio City,OH,40.7702,-84.6162
Corydon,KY,37.7403,-87.7063
Tilghman Island,MD,38.7008,-76.3353
Fox River,AK,59.8722,-150.9984
Mississippi Valley State University,MS,33.5172,-90.3444
Apple Canyon Lake,IL,42.4302,-90.1642
Luxora,AR,35.7575,-89.9298
North Salem,IN,39.86,-86.6437
Riverside,TX,30.8472,-95.3984
Port Royal,PA,40.5338,-77.3894
Gaylordsville,CT,41.641,-73.4826
Finzel,MD,39.7018,-78.952
Wurtemburg,PA,40.8565,-80.2506
Belle Terre,NY,40.9607,-73.0672
Marine on St. Croix,MN,45.1983,-92.7783
Clarkton,NC,34.4891,-78.6559
New Hamburg,NY,41.5891,-73.9428
Spokane Creek,MT,46.5343,-111.7391
Stanardsville,VA,38.2991,-78.4368
Shueyville,IA,41.8462,-91.6513
Logan,NM,35.3576,-103.4426
Tuxedo Park,NY,41.2007,-74.206
Inverness,MS,33.3543,-90.5913
Amity,AR,34.2662,-93.4634
Jacumba,CA,32.6278,-116.1826
Huntington,OR,44.3501,-117.2668
Crab Orchard,KY,37.4627,-84.5067
Rio Grande,OH,38.8797,-82.3791
Georgetown,ID,42.479,-111.3639
Buffalo Soapstone,AK,61.7071,-149.1093
Teton Village,WY,43.5907,-110.8419
Lawndale,NC,35.4142,-81.563
Markleville,IN,39.9763,-85.6168
Hollow Rock,TN,36.0355,-88.274
Beach City,OH,40.6531,-81.5795
Ashland,KS,37.1867,-99.7697
Westminster,TX,33.3649,-96.4598
Saltsburg,PA,40.4848,-79.448
Delaware Water Gap,PA,40.975,-75.1392
Neapolis,OH,41.4905,-83.8747
St. Leon,IN,39.2935,-84.9641
Stewartsville,VA,37.265,-79.7899
Patoka,IN,38.4008,-87.5874
Jefferson,SC,34.6512,-80.3866
Walnut Grove,MS,32.5931,-89.4578
Darbydale,OH,39.8545,-83.1795
Bardwell,KY,36.874,-89.0091
Risingsun,OH,41.2671,-83.4268
San Ildefonso Pueblo,NM,35.8955,-106.1225
St. Francisville,IL,38.5918,-87.6474
Pepin,WI,44.4425,-92.1481
Millerstown,PA,40.5543,-77.153
Dennisville,NJ,39.2018,-74.8217
Fieldbrook,CA,40.9723,-124.025
Hawk Point,MO,38.9715,-91.1318
Alamo,NV,37.3771,-115.1678
Lecompton,KS,39.0358,-95.3929
Dalzell,IL,41.3559,-89.1763
Rough and Ready,CA,39.234,-121.1381
Colton,SD,43.7871,-96.928
Readlyn,IA,42.7037,-92.225
Akiachak,AK,60.921,-161.4021
Pineville,MO,36.5756,-94.3916
Puryear,TN,36.4413,-88.3324
Stratford,IA,42.2696,-93.9274
Elgin,IA,42.9553,-91.6354
Piedmont,WV,39.4778,-79.0466
Roy,WA,46.997,-122.5423
Lakeville,IN,41.5286,-86.2745
Buffalo,KY,37.5081,-85.6992
Woodsdale,OH,39.4331,-84.4845
Niota,TN,35.5171,-84.5499
Eton,GA,34.8282,-84.7655
Hermitage,MO,37.9443,-93.3257
Watterson Park,KY,38.189,-85.6864
Blanchardville,WI,42.8094,-89.8606
Twin Oaks,MO,38.5657,-90.501
Grafton,IL,38.9764,-90.4258
Lone Rock,WI,43.1857,-90.2012
Wiconsico,PA,40.5742,-76.6775
Sierra Blanca,TX,31.1835,-105.3395
Duck Hill,MS,33.6316,-89.7154
Bradenton Beach,FL,27.4651,-82.6958
Santa Clara Pueblo,NM,35.9726,-106.0927
Oretta,LA,30.5289,-93.4391
Brookport,IL,37.1261,-88.6276
Scranton,SC,33.9174,-79.7441
Ventura,IA,43.1282,-93.462
New Lothrop,MI,43.1168,-83.9693
Walkerville,MT,46.0366,-112.5396
Dighton,KS,38.481,-100.4663
Summertown,TN,35.4344,-87.3084
Elwood,NJ,39.5731,-74.7148
Conway,MO,37.5057,-92.8312
Funston,GA,31.1989,-83.8771
Humboldt,SD,43.6447,-97.0745
Bertrand,MO,36.9081,-89.45
Pembroke,KY,36.7752,-87.358
Thayne,WY,42.9194,-110.9968
Ruthven,IA,43.13,-94.8987
York Haven,PA,40.1106,-76.7149
Eden,WI,43.6928,-88.3642
Castleton Four Corners,VT,43.6105,-73.2104
Big Point,MS,30.5905,-88.4846
Woodhull,IL,41.1784,-90.3221
Sligo,PA,41.1081,-79.4964
Gallipolis Ferry,WV,38.7745,-82.204
Milo,IA,41.2892,-93.4403
Upper Witter Gulch,CO,39.661,-105.4268
Telford,TN,36.2534,-82.5478
Ider,AL,34.7026,-85.669
Mabel,MN,43.5198,-91.768
Beaver Meadows,PA,40.9299,-75.9131
Independence,CA,36.8275,-118.2132
Ringwood,IL,42.3973,-88.304
Cedarville,MD,38.6623,-76.819
Hoffman,MN,45.8345,-95.787
Pultneyville,NY,43.2739,-77.1814
Salome,AZ,33.7778,-113.606
Tipton,PA,40.6374,-78.2948
Carlisle Barracks,PA,40.2101,-77.173
Lockwood,CA,38.4867,-120.6035
Valle Vista,NM,35.5841,-106.0584
Deshler,NE,40.1396,-97.7233
Medaryville,IN,41.0803,-86.8905
Millington,IL,41.5623,-88.6024
Brooklyn,IL,38.6542,-90.1679
Chilchinbito,AZ,36.5027,-110.0512
Ocean View,NJ,39.1932,-74.7373
Dierks,AR,34.12,-94.0173
Elk Horn,IA,41.5931,-95.0612
Quapaw,OK,36.9497,-94.7805
Tomás de Castro,PR,18.184,-66.0186
Lake Buckhorn,OH,40.4744,-81.9082
Galena,MD,39.3425,-75.8787
Mechanicsburg,IL,39.8021,-89.4067
North Haverhill,NH,44.0915,-72.0236
Cream Ridge,NJ,40.1326,-74.5348
Wessington Springs,SD,44.0805,-98.5712
Ponca,NE,42.5649,-96.7092
Forest Hill,LA,31.047,-92.5258
Orrick,MO,39.2133,-94.1254
Bryant,SD,44.5899,-97.4673
Onaga,KS,39.4892,-96.1703
San Pierre,IN,41.1989,-86.8921
Maple Rapids,MI,43.1077,-84.6898
Livingston Manor,NY,41.8931,-74.8255
Palatine Bridge,NY,42.9143,-74.5756
Faxon,PA,41.2556,-76.9771
Fort Wingate,NM,35.4708,-108.5439
Chester Gap,VA,38.8534,-78.1325
Hytop,AL,34.8965,-86.088
Reardan,WA,47.6698,-117.878
Eldon,IA,40.9181,-92.2182
Frankfort,KS,39.7039,-96.4169
Ursa,IL,40.0742,-91.3723
St. Leonard,MD,38.4658,-76.4972
Carlisle,IN,38.9608,-87.4014
New Seabury,MA,41.5689,-70.4812
Wall Lake,IA,42.2675,-95.0932
Sebeka,MN,46.6292,-95.0879
Doyline,LA,32.525,-93.4118
Gratis,OH,39.6485,-84.5286
La Rue,OH,40.578,-83.3821
